record_id,region,period,product,revenue,unit,scope,status
R23-202409-B,区域23,2024-09,试点业务,20,万元,合并经营收入,synthetic
R23-202410-A,区域23,2024-10,核心业务,251,万元,合并经营收入,synthetic
R23-202410-B,区域23,2024-10,试点业务,20,万元,合并经营收入,synthetic
R23-202411-A,区域23,2024-11,核心业务,254,万元,合并经营收入,synthetic
R23-202411-B,区域23,2024-11,试点业务,20,万元,合并经营收入,synthetic
R23-202412-A,区域23,2024-12,核心业务,257,万元,合并经营收入,synthetic
R23-202412-B,区域23,2024-12,试点业务,21,万元,合并经营收入,synthetic
R23-202501-A,区域23,2025-01,核心业务,224,万元,合并经营收入,synthetic
R23-202501-B,区域23,2025-01,试点业务,22,万元,合并经营收入,synthetic
R23-202502-A,区域23,2025-02,核心业务,227,万元,合并经营收入,synthetic
R23-202502-B,区域23,2025-02,试点业务,23,万元,合并经营收入,synthetic
R23-202503-A,区域23,2025-03,核心业务,230,万元,合并经营收入,synthetic
R23-202503-B,区域23,2025-03,试点业务,23,万元,合并经营收入,synthetic
R23-202504-A,区域23,2025-04,核心业务,233,万元,合并经营收入,synthetic
R23-202504-B,区域23,2025-04,试点业务,23,万元,合并经营收入,synthetic
R23-202505-A,区域23,2025-05,核心业务,236,万元,合并经营收入,synthetic
R23-202505-B,区域23,2025-05,试点业务,24,万元,合并经营收入,synthetic
R23-202506-A,区域23,2025-06,核心业务,239,万元,合并经营收入,synthetic
R23-202506-B,区域23,2025-06,试点业务,24,万元,合并经营收入,synthetic
R23-202507-A,区域23,2025-07,核心业务,242,万元,合并经营收入,synthetic
R23-202507-B,区域23,2025-07,试点业务,24,万元,合并经营收入,synthetic
R23-202508-A,区域23,2025-08,核心业务,245,万元,合并经营收入,synthetic
R23-202508-B,区域23,2025-08,试点业务,25,万元,合并经营收入,synthetic
R23-202509-A,区域23,2025-09,核心业务,248,万元,合并经营收入,synthetic
R23-202509-B,区域23,2025-09,试点业务,25,万元,合并经营收入,synthetic
R23-202510-A,区域23,2025-10,核心业务,251,万元,合并经营收入,synthetic
R23-202510-B,区域23,2025-10,试点业务,25,万元,合并经营收入,synthetic
R23-202511-A,区域23,2025-11,核心业务,254,万元,合并经营收入,synthetic
R23-202511-B,区域23,2025-11,试点业务,25,万元,合并经营收入,synthetic
R23-202512-A,区域23,2025-12,核心业务,257,万元,合并经营收入,synthetic
R23-202512-B,区域23,2025-12,试点业务,26,万元,合并经营收入,synthetic
R24-202401-A,区域24,2024-01,核心业务,231,万元,合并经营收入,synthetic
R24-202401-B,区域24,2024-01,试点业务,18,万元,合并经营收入,synthetic
R24-202402-A,区域24,2024-02,核心业务,234,万元,合并经营收入,synthetic
R24-202402-B,区域24,2024-02,试点业务,19,万元,合并经营收入,synthetic
R24-202403-A,区域24,2024-03,核心业务,237,万元,合并经营收入,synthetic
R24-202403-B,区域24,2024-03,试点业务,19,万元,合并经营收入,synthetic
R24-202404-A,区域24,2024-04,核心业务,240,万元,合并经营收入,synthetic
R24-202404-B,区域24,2024-04,试点业务,19,万元,合并经营收入,synthetic
R24-202405-A,区域24,2024-05,核心业务,243,万元,合并经营收入,synthetic
R24-202405-B,区域24,2024-05,试点业务,19,万元,合并经营收入,synthetic
R24-202406-A,区域24,2024-06,核心业务,246,万元,合并经营收入,synthetic
R24-202406-B,区域24,2024-06,试点业务,20,万元,合并经营收入,synthetic
R24-202407-A,区域24,2024-07,核心业务,249,万元,合并经营收入,synthetic
R24-202407-B,区域24,2024-07,试点业务,20,万元,合并经营收入,synthetic
R24-202408-A,区域24,2024-08,核心业务,252,万元,合并经营收入,synthetic
R24-202408-B,区域24,2024-08,试点业务,20,万元,合并经营收入,synthetic
R24-202409-A,区域24,2024-09,核心业务,255,万元,合并经营收入,synthetic
R24-202409-B,区域24,2024-09,试点业务,20,万元,合并经营收入,synthetic
R24-202410-A,区域24,2024-10,核心业务,258,万元,合并经营收入,synthetic
R24-202410-B,区域24,2024-10,试点业务,21,万元,合并经营收入,synthetic
R24-202411-A,区域24,2024-11,核心业务,261,万元,合并经营收入,synthetic
R24-202411-B,区域24,2024-11,试点业务,21,万元,合并经营收入,synthetic
R24-202412-A,区域24,2024-12,核心业务,264,万元,合并经营收入,synthetic
R24-202412-B,区域24,2024-12,试点业务,21,万元,合并经营收入,synthetic
R24-202501-A,区域24,2025-01,核心业务,239,万元,合并经营收入,synthetic
R24-202501-B,区域24,2025-01,试点业务,1,万元,合并经营收入,synthetic
R24-202502-A,区域24,2025-02,核心业务,242,万元,合并经营收入,synthetic
R24-202502-B,区域24,2025-02,试点业务,1,万元,合并经营收入,synthetic
R24-202503-A,区域24,2025-03,核心业务,245,万元,合并经营收入,synthetic
R24-202503-B,区域24,2025-03,试点业务,0,万元,合并经营收入,synthetic
R24-202504-A,区域24,2025-04,核心业务,248,万元,合并经营收入,synthetic
R24-202504-B,区域24,2025-04,试点业务,1,万元,合并经营收入,synthetic
R24-202505-A,区域24,2025-05,核心业务,252,万元,合并经营收入,synthetic
R24-202505-B,区域24,2025-05,试点业务,1,万元,合并经营收入,synthetic
R24-202506-A,区域24,2025-06,核心业务,255,万元,合并经营收入,synthetic
R24-202506-B,区域24,2025-06,试点业务,0,万元,合并经营收入,synthetic
R24-202507-A,区域24,2025-07,核心业务,258,万元,合并经营收入,synthetic
R24-202507-B,区域24,2025-07,试点业务,1,万元,合并经营收入,synthetic
R24-202508-A,区域24,2025-08,核心业务,261,万元,合并经营收入,synthetic
R24-202508-B,区域24,2025-08,试点业务,1,万元,合并经营收入,synthetic
R24-202509-A,区域24,2025-09,核心业务,264,万元,合并经营收入,synthetic
R24-202509-B,区域24,2025-09,试点业务,0,万元,合并经营收入,synthetic
R24-202510-A,区域24,2025-10,核心业务,267,万元,合并经营收入,synthetic
R24-202510-B,区域24,2025-10,试点业务,1,万元,合并经营收入,synthetic
R24-202511-A,区域24,2025-11,核心业务,270,万元,合并经营收入,synthetic
R24-202511-B,区域24,2025-11,试点业务,1,万元,合并经营收入,synthetic
R24-202512-A,区域24,2025-12,核心业务,273,万元,合并经营收入,synthetic
R24-202512-B,区域24,2025-12,试点业务,0,万元,合并经营收入,synthetic
